ParticipantId,gender,age,race,ethnicity,education,household_income,relationship_marital_status,employment_status,state_of_residence
9171C9EEC35A470BBE4FF0533D004B28,Man,40,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",In a relationship,Full-time,Iowa
917E60FD47AD4F7CAB9584AF61D87D88,Woman,32,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Married,Part-time,Oklahoma
919FE9C8241B4D9384F98DCD217F87A7,Man,68,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)",Prefer not to say,Married,Retired,Pennsylvania
91AA03EB57DE43819875A34308A8ABBC,Man,36,Black or African American,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",Single,Full-time,Michigan
91C0FA8E9A5046EE8D508A930C2E5552,Woman,50,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$30,000-$39,999",Single,Full-time,Iowa
91DA96811283489085063DBB1A99D6CA,Man,22,Asian Indian,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",Single,Student,Florida
91F0FDC9B07A4C908A7E9CB27D8C99F7,Woman,60,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$10,000-$19,999",Single,Retired,California
9213B9DBB7DE41C981F9EB49C34EB28C,Man,30,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Married,Full-time,Virginia
9244E6693A284D76B7FB99B7022B53C1,Man,37,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$250,000 or more",Married,Full-time,NULL
92B31FD8A16C4AA090939258F00A569B,Man,35,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$10,000-$19,999",Single,Full-time,Illinois
92C38817AF7E4D61A934333856DC19C0,Woman,28,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Married,Part-time,Alabama
92DB030D4C3D4663AC3752B4270D808B,Woman,39,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",In a relationship,Full-time,Pennsylvania
92F937DB19A54C2BB3E3D63B74972ADC,Man,22,Black or African American,Prefer not to say,Prefer not to say,"$30,000-$39,999",Single,Part-time,New York
933B0BF5947B47318D61274487918645,Woman,43,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$150,0000-$174,999",Married,Full-time,California
938C5CDF7AA4457CA3872EC138BEF22C,Woman,59,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Divorced,Full-time,Virginia
939FA9F26CC745BB8501F31F9772E8CB,Man,21,Asian Indian,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree",Prefer not to say,Single,Student,Texas
93A3831DB71B414EA7D551B6532BAC5F,Woman,36,An ethnicity not listed here,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",In a relationship,Business Owner,Ohio
93E1E3651A4F458F9625A7D70FF07689,Man,28,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Married,Full-time,Wisconsin
93FE71F9275B4D78B61ED4767588C1B0,Man,24,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Single,Part-time,NULL
9404FA0A816C42A8A1E9DD4FD0AD497C,Man,41,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",In a relationship,Part-time,Oklahoma
9408DCC26487449C837F24FFAB62628C,Man,46,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",In a relationship,Full-time,Florida
940C4A3338204818BC43895D914D9D1C,Woman,28,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Single,Full-time,Louisiana
942F8765798D4C579F39E61F03BC5EC8,Man,30,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$40,000-$49,999",In a relationship,Part-time,Illinois
94544A63C0E34D93BD1CA885C0D0D0A1,Woman,76,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$50,000-$59,999",Married,Retired,Texas
953F0E88A63E4974A796294BE1B9228C,Man,55,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Married,Full-time,New Jersey
9542EAD3CA434146BEE2D324017222DB,Woman,30,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",Single,Unemployed,Texas
9553D9389838470BB49C91343689E7F4,Man,27,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","Less than $10,000",Single,Student,Indiana
9566969F34724B8F8928CFD79C5D8B35,Man,33,An ethnicity not listed here,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$150,0000-$174,999",In a relationship,Full-time,New York
9583FC9A38C34FDCB2D040E0D728A6E3,Woman,24,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Single,Full-time,New York
95F4CA32339242059670CE56F6865B44,Man,46,White,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",Single,Part-time,Texas
9635703152A34B49B91B9C4F91CB6E12,Man,48,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$70,000-$79,999",Divorced,Full-time,Illinois
964FF143DC2F455EAFC2BB86EB87F19E,Woman,54,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","Less than $10,000",Divorced,Part-time,Ohio
965B0E4313264F5A9A5222E31D9C17F3,Man,40,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",In a relationship,Full-time,Arizona
96824F311E8C41308F5FFAFE389931D1,Woman,42,An ethnicity not listed here,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",Single,Full-time,Florida
9699036197734B979386DB4245EA24CA,Man,38,An ethnicity not listed here,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Single,Full-time,California
969CD55E1001442D8EEDF19F710712F5,Woman,35,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",Separated,Full-time,Tennessee
96E0428F791446259CCE751AC40DDE95,Man,21,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$125,000-$149,999",Single,Student,North Carolina
972F5FC312B54088BD1700B63688870E,Man,39,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$40,000-$49,999",In a civil union/partnership,Full-time,New York
97623D3D59C14EE687521A5CBDB18F25,Man,24,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)",Prefer not to say,Single,Prefer not to say,Illinois
976A1B6D85DD4747B19B6D50A147F24B,Man,43,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Single,Business Owner,Florida
97725CCC05DC4F978825D45FB3EB168C,Woman,63,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",Divorced,Retired,Arkansas
9777F5E6D87C48A6A97B04780A49FA49,Man,65,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",Married,Full-time,Florida
9826239ED3974F9FAC6D48584FA3FE1F,Man,49,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",Single,Full-time,Michigan
983179232E5C4013BC4C23A311C476EC,Man,37,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree",Prefer not to say,Single,Student,Missouri
98812C54B8004ED489BE276D71C58DC4,Prefer not to say,34,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Married,Part-time,South Carolina
988483D563824993BB7E0652D00CC44C,Man,35,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$150,0000-$174,999",Married,Full-time,Illinois
98D94B38C6634E36BFF9FD4BCD40BB0B,Man,30,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$40,000-$49,999",Married,Business Owner,Georgia
98DF5A0918D447E1A70E369608474F45,Woman,38,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$100,000-$124,999",Married,Full-time,California
99302A563D2B403FBA848868FB87998D,Woman,36,Asian Indian,"Yes, Cuban","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Single,Full-time,New Jersey
9934667B8A0B44CB852BD9F3F9A4B353,Man,45,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$125,000-$149,999",Married,Full-time,Illinois
9954C72EF776429E9DBB1197255C5824,Man,39,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$150,0000-$174,999",Married,Full-time,Florida
996EC505B93C4829BF22C01ABC94A238,Woman,27,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",In a relationship,Full-time,California
9974EED0BEB04AFBAB14AE13A3EE1269,Woman,49,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",In a relationship,Full-time,Florida
997B347C4F6B44B3A16CB0CADF5933DD,Man,34,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Single,Full-time,Florida
997DEAA56BED4CD6B4C52F894490AA7C,Woman,68,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",In a civil union/partnership,Part-time,Florida
99D37A3F417B4933A20D7A6F751AE358,Man,22,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"Less than $10,000",Single,Unemployed,Tennessee
9A0A124A72D142888B2ABE63A3BE6FC6,Man,32,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Single,Full-time,Pennsylvania
9A295151D51149AEAC48FDD3DA0467FD,Man,58,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Divorced,Full-time,South Carolina
9A82328475E24C54A10FD4B7DCD01292,Man,22,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",In a relationship,Full-time,NULL
9A84953D113C48348C303C9CAA87E4F4,Man,38,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$150,0000-$174,999",Married,Full-time,NULL
9B04594D157B4238B6D29D87DBA83115,Man,60,Japanese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Married,Full-time,New Jersey
9B05F5E319744E33BD713B4999F7CEAA,Woman,55,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,"Not in paid work (e.g., homemaker, disabled)",Kentucky
9B0F9C1CC0AA42349D393178C4B4C29B,Man,32,Japanese,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$200,000-$224,999",Married,Full-time,Hawaii
9B32FED49EA64ABF85DB84B245455B26,Man,35,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$90,000-$99,999",Married,Full-time,NULL
9B733151572A48BEA3F6A2B2A6CBDCD8,Man,42,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$80,000-$89,999",Married,Full-time,Utah
9BA21584E852433B84023184E3D937F6,Man,35,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Married,Full-time,Kentucky
9BADD97F2B104E599FE7C3F087B520EF,Man,28,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",Married,Full-time,Pennsylvania
9BD054AF4F38455D9AE8A2F1A5E239BE,Woman,53,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$175,000-$199,999",In a civil union/partnership,Business Owner,Texas
9C2F139BFFB54695BF441277B44E7CCD,Man,58,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$30,000-$39,999",Married,Full-time,Indiana
9C83E0FF26FD471993D8C4042C8905BD,Man,35,White,"Yes, Mexican, Mexican Am., Chicano",High school graduate - high school diploma or the equivalent (for example: GED),"$70,000-$79,999",Married,Full-time,California
9CB4039D088C4D3DA3A241F86A5D5363,Man,26,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",In a relationship,Full-time,North Carolina
9CDF3E29CEA34D59B9CE51019012290E,Man,58,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","Less than $10,000",Divorced,Part-time,NULL
9D10C23D704343CE8A1442B4C5B810BD,Man,34,Vietnamese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Married,Full-time,California
9D17585F39C74D1F8634E8604728D5A1,Woman,39,White,"Yes, Cuban","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Single,Full-time,Virginia
9D311655ABDF4CC2A24B0220961D68BF,Man,41,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$50,000-$59,999",Widowed,Full-time,Pennsylvania
9D42B7D7227B43F2B118457A226999EC,Woman,42,White,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,Full-time,Texas
9D47E8ADBA2846418D292C55D2CE5A70,Woman,53,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$100,000-$124,999",Married,Full-time,Nevada
9D71D0E521A64B398C72A748B86F8DDD,Woman,23,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Single,Student,Michigan
9D78B0E7C2E2464C8794CBFF796D203F,Woman,52,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$150,0000-$174,999",Married,Full-time,North Carolina
9DC3C9C233BB48E0ACFAA7B0355AAD74,Woman,33,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Married,Full-time,New Jersey
9DC56DD86F1C43278C94B51BF37E5BD8,Woman,43,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$125,000-$149,999",Married,"Not in paid work (e.g., homemaker, disabled)",North Carolina
9DFA60556874420E81269F1CC7A4C5CF,Man,32,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$50,000-$59,999",Single,Full-time,Virginia
9E05B9ED35784C4098AE0B7C11AFF922,Woman,48,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$30,000-$39,999",Divorced,Full-time,Illinois
9E2F1E0EEB0A4E7C994E42800EE000E2,Woman,39,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,Full-time,Colorado
9E550A5C2D564713B92461A1D4D37F98,Man,19,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$100,000-$124,999",Single,Student,Massachusetts
9E679AA1976B41E5AB2EBF1BD1860BE6,Man,25,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$50,000-$59,999",Single,Unemployed,Iowa
9E7674721CFE43FB93C752065AC75389,Man,40,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Married,Full-time,Nevada
9E8DA7C17F754DDEB8CC0DF44FDE1BC2,Woman,47,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$250,000 or more",Married,Business Owner,Georgia
9E996302D5244260878FDB74CBB316F4,Man,29,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",Single,Full-time,Maryland
9EA7C85A90FF4B04A88245671B43E353,Woman,22,Black or African American,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),Prefer not to say,Single,Prefer not to say,Georgia
9F78CBF45107417A82FB14442D0149DA,Woman,46,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$40,000-$49,999",Married,Unemployed,New Mexico
9F8948AD35F94D7C970F8CC1A189A406,Woman,29,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$100,000-$124,999",Married,Full-time,Michigan
9FA3BFE6B96E40248E7499F0580672C7,Woman,44,Black or African American,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$40,000-$49,999",Single,Unemployed,Alabama
9FACA33E1CA34ADEB1AB3319776B1BE3,Woman,32,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Single,Full-time,Virginia
9FF5D3BF714E4790AA2D2CEE3F99C74E,Man,44,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Married,Full-time,North Carolina
A00967A36CCC4DC0A3DEA07635585063,Man,41,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",Single,Unemployed,Georgia
A0283213A4424FD78FF8DC4C5D6CB3A2,Man,57,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$125,000-$149,999",Married,Full-time,Illinois
A03E5FA85ABF4E88890A05D201D11D29,Woman,41,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",Married,Full-time,Georgia
A04D95DEA6604EE98CF27F20FD2D620F,Woman,65,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Divorced,Full-time,Alabama
A0566D549089447AB8D53FDE080B0A9C,Man,53,White,"No, not of Hispanic, Latino, or Spanish origin",High school graduate - high school diploma or the equivalent (for example: GED),"$20,000-$29,999",Single,Full-time,Georgia
A06417AC3EFC422EB4D00E4A35EAAF60,Woman,58,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",In a civil union/partnership,Business Owner,Michigan
A07E42DEB5924CD3BA76956E4DD9A0FE,Man,63,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$20,000-$29,999",Single,Part-time,Oregon
A09E5BE893AD458F962CAFB15189D7D7,Woman,55,White,"No, not of Hispanic, Latino, or Spanish origin","Professional degree (for example: MD, DDS, DVM, LLB, JD)","$40,000-$49,999",Divorced,Business Owner,Connecticut
A0AF40BE5A6445B58B94C637229FFFB8,Man,61,An ethnicity not listed here,"Yes, Mexican, Mexican Am., Chicano","Some college, but no degree","$125,000-$149,999",Married,Full-time,NULL
A184A4CA935F4564AD68517CD987FB4E,Woman,33,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Married,Student,Maryland
A1D1E11F20FC4E2DBD0C41901936AA6C,Man,25,An ethnicity not listed here,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Single,Part-time,New York
A203BB9435704A2D8AD4D1C4D8C3AD1C,Woman,60,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$100,000-$124,999",Married,Part-time,Virginia
A2114ED017C241F6BA62EEE099A94889,Woman,22,White,"Yes, Mexican, Mexican Am., Chicano","Some college, but no degree","$90,000-$99,999",In a relationship,Student,Texas
A2243BDA2F7746DAA622C12DC04CF070,Woman,44,Korean,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$125,000-$149,999",In a relationship,Full-time,California
A2453D6AADEF470DB67E34FD1D863A6E,Woman,32,White,"Yes, Cuban","Some college, but no degree","$70,000-$79,999",In a relationship,Full-time,Florida
A247620E78444DE4885DEBEC395C965D,Man,43,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",In a relationship,Business Owner,Nebraska
A25E9E0D44364844AA9A2F3D5A154F44,Man,33,White,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",In a relationship,Business Owner,New York
A266CB127F334F06A9AC44BE869D05AC,Woman,70,White,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$20,000-$29,999",Widowed,Retired,Florida
A26CEFE6879543D0AC94DE36BCD9492B,Woman,23,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",In a relationship,Full-time,NULL
A298719289AA4077A7DBEF7A706F2992,Man,49,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",In a relationship,Full-time,Indiana
A2D4F7D4980F4D7B9C6AC52BA07D47BC,Woman,30,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,Full-time,Mississippi
A2F30B4B654D4C728139658DFB134E8F,Man,29,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",In a civil union/partnership,Full-time,Colorado
A337038A090547458FC0D162EFFD9BDC,Woman,35,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$80,000-$89,999",Married,Unemployed,California
A352FFAB21D84896B1E9B3F7E081B4A6,Woman,44,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",Divorced,Business Owner,Maryland
A3980FB12E25421DB75056DCBCE36285,Man,34,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$20,000-$29,999",Single,Business Owner,Ohio
A39A2E9C8CA1472AB2A0772068C1107F,Man,39,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",In a relationship,Full-time,Illinois
A3F83B3EDD6D45B08F6D07BB39F6E722,Man,34,White,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$70,000-$79,999",Married,Full-time,California
A40A8D308407458FB16EBBB89A0CB55B,Woman,35,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Single,"Not in paid work (e.g., homemaker, disabled)",Indiana
A43F0075A9904AE6A3F3DE2BE32C0BDC,Man,29,Filipino,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$10,000-$19,999",Single,Business Owner,NULL
A445AA76983D4ED0BB49F718D2555A74,Man,28,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",In a relationship,Full-time,South Carolina
A4634667043F492A993D08B6484090E5,Man,42,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$50,000-$59,999",Married,Full-time,California
A46E39295639449585451B5E423D6B61,Woman,34,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$90,000-$99,999",Married,Full-time,Texas
A4921DA78231430FA25F4DE8B4BEEBE5,Woman,29,An ethnicity not listed here,"Yes, Mexican, Mexican Am., Chicano","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Single,Full-time,New York
A4CF186F80ED41E6973870DB4C597F32,Woman,34,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$60,000-$69,999",Married,Full-time,Florida
A50C3A2098BE40928A52C4CFABD4F548,Man,19,Chinese,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)",Prefer not to say,Single,Student,Virginia
A5411D8575BF4778A4089E5B407FAA06,Woman,25,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$100,000-$124,999",Married,Part-time,NULL
A564C1C5538C48D0874D3CC48612419D,Woman,50,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$70,000-$79,999",Married,Full-time,Washington
A58E9C9853F24C708F64464C83EDF37C,Woman,36,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Associate degree (for example: AA, AS)","$60,000-$69,999",Single,Full-time,Illinois
A5DD87C51D044489A83F3E76946D583E,Man,56,White,"No, not of Hispanic, Latino, or Spanish origin","Doctorate degree (for example: PhD, EdD)","$125,000-$149,999",Divorced,Full-time,Delaware
A61464DDD64049ED89F1097A7C012341,Man,40,White,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",In a relationship,Full-time,Texas
A6314055D0BE49E1BEE7D450D0718DF6,Woman,39,Filipino,"No, not of Hispanic, Latino, or Spanish origin","Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)","$90,000-$99,999",Single,Part-time,California
A634B6515F60446CBAAE533B71E90490,Woman,35,White,"No, not of Hispanic, Latino, or Spanish origin","Professional degree (for example: MD, DDS, DVM, LLB, JD)","$125,000-$149,999",Married,Full-time,South Carolina
A63789F636894A41BB6E574AB0497D40,Man,28,Black or African American,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$150,0000-$174,999",In a relationship,Full-time,Oregon
A65AFD53EC9A433CB7C98B2422436A03,Woman,25,Filipino,"No, not of Hispanic, Latino, or Spanish origin","Bachelor's degree (for example: BA, AB, BS)","$30,000-$39,999",In a relationship,Part-time,California
A65B0B83594D4AB6A3FC8DDA3624FC5D,Woman,34,White,"No, not of Hispanic, Latino, or Spanish origin","Some college, but no degree","$90,000-$99,999",In a relationship,Full-time,Pennsylvania
